"","chlorides","sulphates","nitrates","phosphates","ammonium","calcium","LCBDall","LCBDrepl","LCBDnest","Beta.sorensenall","Beta.sorensen.turn","Beta.sorensen.nest","TaxaS","Dominance_D","Simpson_1.D","Shannon_H"
"BW41 WS2",1.446607382,0.779298692,1.057119721,0.540766429,-1.019354629,2.235994363,-0.562609228,-0.194358249,-0.611180525,0.328949062,0.579327211,-0.329683506,-1.359688541,-0.789401148,-0.789389259,-1.023653166
"O11 WS2",-0.03854594,-0.327222749,-0.773956872,-0.493339355,1.253887377,0.145474549,0.361016754,0.159757302,0.328102105,0.550986507,0.090694788,0.607573187,0.616765936,0.433543172,0.433554607,0.464721359
"O21 WS2",-0.02333846,-0.30911897,-0.637468438,-0.975922055,0.948037411,0.152677695,0.168066125,-0.177206898,0.612826053,0.648127892,-0.397937644,1.380001982,1.181467216,0.07482807,0.074839639,0.143010592
"O31 WS2",-0.042358169,-0.297587901,-0.810743429,-0.631220126,1.369187959,0.180783432,1.00098284,1.182125485,-0.442055794,1.1800926,1.556592066,-0.494870507,-1.359688541,0.121666666,0.121678217,-0.415360969
"O41 WS2",-0.021908875,-0.305803787,-0.71791754,0.127124115,1.290298086,0.183105942,1.412517925,1.817361802,-0.896703054,1.946121778,2.421095588,-0.623716372,-0.371461303,-0.002284253,-0.002272655,-0.711186961
"K11 WS2",1.115067756,-0.06036497,0.841213581,-1.04486244,1.245391544,1.318485125,0.96339734,0.691747067,0.390161177,1.334022813,1.067959643,0.352503672,0.052064657,0.64545926,0.645470616,0.666252816
"K21 WS2",1.117160339,-0.049453696,0.840525982,-0.700160512,1.507548657,1.341457778,0.510773523,0.462284224,0.032144899,1.518615598,1.556592066,-0.048114744,-0.653811942,-0.00171305,-0.001701453,-0.180549087
"K31 WS2",1.11152487,-0.052711223,0.806146023,-0.769100898,1.519685561,1.352986178,0.734288293,0.422875122,0.488235851,1.208464048,1.067959643,0.186801198,1.040291896,0.587767818,0.587779196,0.854841886
"K41 WS2",1.098637877,-0.087866571,0.584739091,-0.42439897,1.607071265,1.347213563,0.495884617,0.488482346,-0.04134621,0.920597624,1.067959643,-0.193102053,-0.653811942,0.277033717,0.27704521,0.00619107
"WS1 WS2",-1.114775529,-1.198582441,-0.257226095,-1.04486244,-0.694085619,0.679340486,0.47297541,0.520533987,-0.139321768,0.228155749,0.579327211,-0.462702515,-0.936162582,0.447823232,0.447834662,0.143010592
"WB1 WS2",-1.094346952,-1.191534074,0.208966143,-0.42439897,-0.530237423,0.701412744,0.976643427,0.702786994,0.39272969,1.449331884,1.067959643,0.504679423,1.887343815,0.513511507,0.513522913,1.047128781
"WP1 WS2",-1.00730796,-1.199043683,0.523886564,-0.906981668,-1.078825456,0.707471467,0.350932764,-0.124764876,0.831104281,0.355547304,-0.397937644,0.993877363,-0.089110663,0.679160201,0.679171545,0.747604964
"WK1 WS2",-1.022784781,-1.186878405,0.366426353,1.850633755,-0.208609483,0.712065997,0.737288197,1.110004316,-0.763215772,0.135507352,0.823643427,-0.90708717,-0.230285983,0.229052716,0.229064227,-0.422756619
"BW12 WS2",1.463265166,0.834489275,0.980452413,-0.493339355,-0.944105829,1.214359262,-0.303459418,-0.537659652,0.461886048,0.386981576,0.090694788,0.391132518,0.052064657,0.025133462,0.025145049,0.170744279
"BW22 WS2",1.451538418,0.822251927,0.927507277,-0.493339355,-1.015713559,1.219980409,-0.995688809,-1.164137716,0.418255838,-0.293838887,-0.397937644,0.136869062,-0.371461303,-0.01599311,-0.015981508,0.059809531
"BW32 WS2",1.460136652,0.831419127,0.949166651,1.643812599,-1.006004036,1.167530393,-1.096262995,-1.672511104,1.175160762,-0.170635179,-0.886570067,0.94369284,0.334415297,0.251329609,0.251341112,0.501699608
"BW42 WS2",1.462705763,0.837242317,0.991454,-0.010756656,-1.05819272,1.185496186,-0.333081459,-0.201469811,-0.203823645,0.207357134,0.090694788,0.154078437,-0.230285983,-0.802538803,-0.802526909,-0.823970621
"K12 WS2",1.192141086,0.132117409,0.11167086,-1.04486244,1.013576689,-0.363012076,-0.114197998,-0.088612143,-0.034151654,0.515785454,0.579327211,-0.083111689,-0.512636622,-0.399841117,-0.399829372,-0.428303356
"K22 WS2",1.191270902,0.155237204,-0.067104925,-1.113802826,0.66160649,-0.309316656,-0.752573353,-0.550070854,-0.287038807,0.664926773,1.067959643,-0.530516122,-1.218513222,-0.709432814,-0.709420954,-0.823970621
"K32 WS2",1.182921291,0.154184994,-0.292293653,-0.700160512,1.427445095,-0.403832713,-0.405056949,0.124328487,-0.923296947,0.228155749,0.579327211,-0.462702515,-1.218513222,-0.429543642,-0.429531886,-0.644626113
"K42 WS2",1.182838417,0.138935154,-0.380993946,-0.838041283,1.283015945,-0.430701461,-0.410389816,-0.196296796,-0.346107342,0.664926773,1.067959643,-0.530516122,-1.218513222,-0.702578385,-0.702566528,-0.818423884
"O12 WS2",0.098487124,-0.778707367,-0.425687892,-0.975922055,-0.350611253,-1.099441272,-0.948246105,-1.237617759,0.634145678,0.009770241,0.546751721,-0.707961747,-0.089110663,0.753987714,0.75399903,0.494858632
"O22 WS2",0.03577181,-0.689831647,-0.789771654,-0.217577812,-0.271721381,-0.880704593,-0.986921349,-1.540062173,1.120801031,0.328949062,-0.560815118,1.17351823,0.616765936,-0.043982027,-0.043970415,0.008409765
"O32 WS2",0.099999584,-0.770505894,-0.466943843,-1.113802826,-0.372457678,-1.102361239,-1.226594387,-1.775549662,1.139673045,-0.266851405,-0.134827868,-0.174407721,0.052064657,0.706006713,0.706018047,0.514087321
"O42 WS2",0.103625346,-0.781676617,-0.376868351,-0.493339355,-0.351824943,-1.13551591,-0.771305152,-1.506133697,1.429203397,0.470806325,-0.007031698,0.630603617,0.475590616,0.639747236,0.639758594,0.588413602
"BW11 WB2",1.338021007,0.699301897,1.489963399,0.402885658,-0.823950485,2.201712095,-0.234050162,-0.207972912,-0.021785358,-0.056092057,0.68966357,-0.983301332,-0.371461303,0.816248775,0.816260068,0.784583213
"BW21 WB2",1.337171543,0.700757694,1.492026196,1.712752984,-0.786326084,2.203033234,-0.636349994,-0.527046721,-0.129461601,-0.367441095,0.153744135,-0.687620973,-0.512636622,0.307878646,0.307890128,0.10418343
"BW31 WB2",1.338041725,0.699143344,1.490307199,1.436991442,-0.764479658,2.180447666,-0.457693702,-0.31549574,-0.209391866,-0.194294911,0.546751721,-0.977270724,-0.794987262,0.687728237,0.687739577,0.51094417
"BW41 WB2",1.339574904,0.702400872,1.485150205,0.747587586,-0.890703453,2.188963536,-0.36702929,-0.013385348,-0.606113849,0.401215967,0.446063828,-0.058612478,-0.089110663,-0.666021432,-0.666009588,-1.038444466
"O11 WB2",-0.145578417,-0.250324929,-0.345926389,-0.700160512,1.1252362,0.098443723,0.011313712,0.204362671,-0.354295598,-0.266851405,0.393983879,-0.871610795,-0.653811942,1.189815139,1.189826293,0.841899499
"O21 WB2",-0.130370938,-0.232221149,-0.209437953,-0.769100898,0.819386235,0.10564687,-0.49412838,-0.428702124,-0.064961069,-0.618915326,-0.114215587,-0.666209639,-0.089110663,0.831100037,0.831111324,0.520188732
"O31 WB2",-0.149390647,-0.220690081,-0.382712944,-0.42439897,1.240536782,0.133752606,-0.020832824,0.503568037,-0.956706255,0.088059384,0.068484221,0.025921896,-0.089110663,0.877938633,0.877949903,-0.038182829
"O41 WB2",-0.128941353,-0.228905967,-0.289887056,0.333945273,1.16164691,0.136075115,1.118775514,1.256088476,-0.374938107,1.895826934,1.143133856,0.99481593,0.899116576,0.753987714,0.75399903,-0.334008821
"K11 WB2",1.008035278,-0.137262792,1.269244065,-0.838041283,1.116740368,1.271454298,0.518949822,0.58042398,-0.169858609,-0.194294911,0.546751721,-0.977270724,-1.218513222,1.401731227,1.401742302,1.043430956
"K21 WB2",1.010127861,-0.126351517,1.268556466,-0.493339355,1.378897481,1.294426951,-0.157555007,0.163631015,-0.569939658,-0.13330992,0.362157242,-0.653412061,-0.794987262,0.754558917,0.754570232,0.196629053
"K31 WB2",1.004492392,-0.129609044,1.234176507,-0.56227974,1.391034385,1.305955351,0.234568437,0.279484955,-0.108103741,-0.341867445,0.230304055,-0.754810059,-0.230285983,1.344039785,1.344050882,1.232020026
"K41 WB2",0.991605399,-0.164764392,1.012769574,-0.217577812,1.478420089,1.300182736,-0.259626781,0.105434688,-0.63888099,-0.367441095,-0.21470048,-0.201851284,-0.794987262,1.033305684,1.033316896,0.383369211
"WS1 WB2",-1.007743051,-1.121684619,0.170804389,-0.838041283,-0.822736794,0.632309659,0.842426683,1.230126462,-0.80225401,0.328949062,0.230304055,0.130480294,-0.512636622,1.204095199,1.204106348,0.520188732
"WB1 WB2",-0.987314475,-1.114636254,0.636996627,-0.217577812,-0.658888599,0.654381918,-0.181253112,-0.16971778,-0.00103489,-0.056092057,0.68966357,-0.983301332,0.616765936,1.269783474,1.269794598,1.424306922
"WP1 WB2",-0.900275482,-1.122145863,0.951917047,-1.113802826,-0.95017428,0.66044064,0.633350343,0.630058691,-0.064078005,-0.124078942,0.68966357,-1.073025022,-1.359688541,1.435432168,1.43544323,1.124783104
"WK1 WB2",-0.915752303,-1.109980584,0.794456837,2.057454912,-0.337260659,0.665035171,1.404330676,1.708908148,-0.712432058,-0.078513265,-1.253044386,1.54844001,1.040291896,0.985324683,0.985335913,-0.045578478
"BW12 WB2",1.356232688,0.757591454,1.408482898,-0.700160512,-0.815454653,1.167328435,-0.687451701,-0.460724051,-0.338548717,-0.705630578,-0.253157664,-0.597463664,-1.218513222,0.781405429,0.781416735,0.547922419
"BW22 WB2",1.34450594,0.745354107,1.355537761,-0.700160512,-0.887062383,1.172949583,-0.397512931,-0.057706196,-0.577434819,-0.669210171,-0.560815118,-0.143773038,-1.077337902,0.740278857,0.740290178,0.436987672
"BW32 WB2",1.353104175,0.754521307,1.377197135,1.850633755,-0.87735286,1.120499567,-0.672132797,-0.634774181,0.006069455,-1.096716351,-0.465335217,-0.833845638,-0.936162582,1.007601576,1.007612798,0.878877748
"BW42 WB2",1.355673285,0.760344496,1.419484483,0.196064501,-0.929541544,1.138465359,-0.536243537,0.015293646,-0.949288127,0.009770241,0.325238352,-0.415911121,-1.218513222,-0.046266837,-0.046255223,-0.446792481
"K12 WB2",1.085108608,0.055219588,0.539701344,-0.975922055,0.884925513,-0.410042903,-0.860772147,-0.402611542,-0.74260519,-0.669210171,-0.560815118,-0.143773038,-0.936162582,0.35643085,0.356442313,-0.051125216
"K22 WB2",1.084238424,0.078339383,0.36092556,-0.906981668,0.532955314,-0.356347483,-0.795485761,-0.274939157,-0.863920983,-0.309408581,-0.560815118,0.331064509,0.052064657,0.046839153,0.046850732,-0.446792481
"K32 WB2",1.075888815,0.077287174,0.135736831,-0.493339355,1.298793919,-0.45086354,-1.210879426,-1.054002813,-0.152875066,-0.309408581,-0.560815118,0.331064509,0.052064657,-1.025878939,-1.025866961,-1.021804254
"K42 WB2",1.075805939,0.062037333,0.047036538,-0.631220126,1.154364769,-0.477732287,-1.390342935,-0.847143158,-0.839511236,-1.266945062,-1.747493869,0.631940844,0.052064657,0.053693582,0.053705158,-0.441245743
"O12 WB2",-0.008545354,-0.701809546,0.002342592,-0.769100898,-0.479262428,-1.052410445,-1.06440538,-2.017594458,1.860975642,0.19017566,-1.114598529,1.720502679,1.181467216,-0.002284253,-0.002272655,0.117680491
"O22 WB2",-0.071260667,-0.612933827,-1.217802138,-0.010756656,-0.400372556,-0.833673766,-0.630079893,-1.766440964,2.147886177,0.839635187,-2.406759839,4.281236401,1.887343815,-0.800253994,-0.8002421,-0.368768375
"O32 WB2",-0.007032893,-0.693608074,-0.038913358,-0.906981668,-0.501108855,-1.055330413,-1.283325615,-2.564787426,2.485542676,0.009770241,-2.051770467,2.718016717,1.322642535,-0.050265253,-0.050253639,0.136909181
"O42 WB2",-0.003407132,-0.704778797,0.051162133,-0.286518198,-0.480476119,-1.088485083,-1.192222005,-2.782559698,3.040324536,0.515785454,-2.499057074,3.975533007,1.746168495,-0.116524731,-0.116513091,0.211235461
"WS2 WB2",-1.148546906,-1.285166359,-0.913539504,-0.906981668,-0.952601661,-1.298461861,-1.807637732,-1.708058457,0.017956727,-1.373338005,-2.841099776,1.933378451,-0.089110663,-0.349575307,-0.349563581,-0.842459746
"BW11 WP2",1.520448603,0.687987035,-1.059310528,0.127124115,-0.872498098,1.70948304,-0.093786278,0.417055168,-0.923834817,0.009770241,0.526973737,-0.681885792,-0.653811942,-0.672304658,-0.672292812,-0.960790143
"BW21 WP2",1.519599139,0.689442832,-1.057247731,1.436991442,-0.834873698,1.710804178,-1.233972478,-0.691941503,-0.854680446,-1.109888814,-0.956374696,-0.203826744,-0.794987262,-0.163934529,-0.163922872,-0.28039036
"BW31 WP2",1.520469323,0.687828482,-1.058966729,1.161229899,-0.813027272,1.688218611,-0.127964758,0.33994815,-0.841545321,0.152850401,0.823643427,-0.884199192,-1.077337902,-0.54378412,-0.543772322,-0.6871511
"BW41 WP2",1.522002502,0.691086009,-1.064123723,0.471826043,-0.939251067,1.69673448,-0.248773241,-0.431281036,0.361299611,-0.156202749,0.068484221,-0.296435865,0.193239977,0.809965549,0.809976844,0.862237536
"O11 WP2",0.036849179,-0.239010067,0.212060339,-0.42439897,1.173783814,-0.393785333,-0.256466981,0.183414073,-0.776059009,-0.499795956,0.230304055,-0.963231551,-0.936162582,-1.045871022,-1.045859037,-1.018106429
"O21 WP2",0.052056658,-0.220906288,0.075571903,-1.04486244,0.867933848,-0.386582187,-0.621085072,-0.066462815,-0.945539967,-0.582990431,-0.363035325,-0.290746573,-0.371461303,-0.68715592,-0.687144069,-0.696395662
"O31 WP2",0.03303695,-0.209375218,0.248846894,-0.700160512,1.289084396,-0.35847645,-0.673564907,-0.622780903,-0.018324046,-0.820094705,-0.686674984,-0.176960609,0.193239977,-0.733994516,-0.733982647,-0.138024101
"O41 WP2",0.053486245,-0.217591105,0.156021007,0.05818373,1.210194524,-0.35615394,0.217169256,-0.229067331,0.792031235,0.920597624,-0.134827868,1.392693184,1.181467216,-0.610043597,-0.610031774,0.157801891
"K11 WP2",1.190462876,-0.148577653,-1.280029863,-1.113802826,1.165287982,0.779225243,0.718623515,1.177698193,-0.9190805,0.439010731,1.120313117,-0.89768675,-1.218513222,-0.953907437,-0.953895487,-1.219637886
"K21 WP2",1.192555459,-0.137666378,-1.280717462,-0.769100898,1.427445095,0.802197896,0.032909868,0.343040623,-0.570802219,0.236097042,0.977472158,-0.977149815,-0.512636622,-0.6106148,-0.610602977,-0.372835983
"K31 WP2",1.186919988,-0.140923905,-1.31509742,-0.838041283,1.439581998,0.813726296,-0.073613031,0.427724206,-0.908686469,-0.2866101,0.526973737,-1.073025022,-0.512636622,-1.011598879,-1.011586907,-1.031048816
"K41 WP2",1.174032997,-0.176079255,-1.146635624,-0.493339355,1.526967703,0.807953681,-0.520183623,-0.253603845,-0.429942165,-0.947766232,-0.560815118,-0.511389212,-0.512636622,-0.889361567,-0.88934964,-0.55957614
"WS1 WP2",-1.190170647,-1.110369757,-0.304670438,-1.113802826,-0.774189181,0.140080604,0.649117992,0.87248392,-0.480329179,0.433170722,0.625863634,-0.253495213,-0.230285983,-1.060151082,-1.060139092,-0.696395662
"WB1 WP2",-1.169742071,-1.103321391,-0.770862677,-0.493339355,-0.610340985,0.162152863,0.228433182,0.708958513,-0.904055887,0.286391887,0.823643427,-0.707961747,0.334415297,-1.08585519,-1.08584319,-0.838761921
"WP1 WP2",-1.082703078,-1.110831,-1.085783097,-0.838041283,-0.998721894,0.168211585,0.872633272,1.269756268,-0.82283016,0.502063006,1.120313117,-0.814475366,-1.077337902,-0.920206496,-0.920194558,-1.138285738
"WK1 WP2",-1.0981799,-1.098665721,-0.928322886,1.78169337,-0.288713045,0.172806115,1.678066232,1.680906003,-0.190917617,0.76419292,0.304471474,0.60709575,1.322642535,-0.841380566,-0.841368657,-0.130628451
"BW12 WP2",1.538660286,0.746276591,-1.140791031,-0.42439897,-0.864002266,0.67509938,-0.022663241,0.369823107,-0.7152615,-0.065672026,0.669814696,-0.969774807,-1.218513222,-0.637461312,-0.637449479,-0.724129349
"BW22 WP2",1.526933537,0.734039244,-1.193736167,-0.42439897,-0.935609996,0.680720527,0.110176113,0.404919587,-0.551213978,0.328949062,0.823643427,-0.651798167,-0.794987262,-0.59633474,-0.596322922,-0.613194601
"BW32 WP2",1.535531771,0.743206444,-1.172076793,1.574872213,-0.925900474,0.628270512,0.134280568,0.658156327,-0.972913546,0.373746093,1.120313117,-0.983817835,-1.218513222,-0.863657459,-0.863645542,-1.055084678
"BW42 WP2",1.538100883,0.749029635,-1.129789444,-0.079697042,-0.978089159,0.646236304,-0.498926399,-0.435888004,-0.060063172,-0.538253781,-0.007031698,-0.701073759,-0.936162582,0.190210954,0.190222479,0.270585551
"K12 WP2",1.267536204,0.043904727,-0.673567394,-0.975922055,0.933473126,-0.902271958,-0.50892335,-0.324669744,-0.280632267,-0.628587411,-0.21470048,-0.546491448,-0.653811942,-0.212486733,-0.212475058,-0.125081714
"K22 WP2",1.266666022,0.067024522,-0.494791609,-1.04486244,0.581502928,-0.848576538,0.399306362,0.437553989,-0.114140625,1.110611494,1.416982798,-0.402500631,0.334415297,0.097104964,0.097116524,0.270585551
"K32 WP2",1.258316411,0.065972311,-0.269602881,-0.769100898,1.347341532,-0.943092595,-0.340876968,-0.750475479,0.786791587,0.09445034,0.230304055,-0.178992504,0.334415297,1.169823055,1.169834217,1.241264589
"K42 WP2",1.258233537,0.050722471,-0.180902587,-0.906981668,1.202912382,-0.969961343,-0.190263464,-0.197935468,0.03508828,-0.24427005,-0.165255531,-0.104489795,0.334415297,0.090250535,0.090262098,0.265038814
"O12 WP2",0.173882243,-0.690494685,-0.136208641,-1.04486244,-0.430714815,-0.56018139,-0.250474633,-1.808111748,2.876292132,-0.086725683,-1.114598529,1.35507027,1.463817855,2.353354411,2.353365133,2.380749333
"O22 WP2",0.111166929,-0.601618965,1.33147179,-0.286518198,-0.351824943,-0.34144471,1.353764564,0.277192233,1.818978857,1.91621674,0.362157242,2.051390424,2.169694454,1.55538467,1.555395688,1.894300467
"O32 WP2",0.175394703,-0.682293211,-0.094952691,-1.04486244,-0.452561241,-0.563101358,0.167815362,-1.459304036,2.957064394,0.515785454,-0.773808734,1.700907958,1.604993175,2.30537341,2.30538415,2.399978023
"O42 WP2",0.179020465,-0.693463935,-0.185028183,-0.56227974,-0.431928505,-0.596256028,0.79633968,-0.779909628,2.794470814,1.975239847,0.823643427,1.52084564,2.028519135,2.239113933,2.239124697,2.474304303
"WS2 WP2",-1.180184264,-1.273851498,0.779673456,-1.04486244,-1.001149274,-0.806232806,-0.161545436,-0.580711236,0.784440041,-0.266851405,-0.886570067,0.816714307,0.193239977,0.493519424,0.493530836,0.666252816
"WB2 WP2",-1.073151787,-1.350749318,1.207703939,-0.838041283,-1.032705224,-0.853263633,-0.966334784,-0.944075177,0.06624375,-1.185797905,-0.659705015,-0.695144752,-1.077337902,1.24979139,1.249802522,1.043430956
"BW11 WK2",1.546864865,0.694084088,-0.288168058,0.402885658,-0.819095724,2.211666912,0.832032318,0.330016115,0.825988133,1.392878487,0.823643427,0.752291375,2.169694454,0.731139619,0.731150943,1.206135252
"BW21 WK2",1.546015401,0.695539885,-0.28610526,1.712752984,-0.781471324,2.21298805,0.129620218,-0.426211257,1.002145512,0.904722631,-0.21470048,1.477049349,2.028519135,0.22276949,0.222781003,0.525735469
"BW31 WK2",1.546885585,0.693925535,-0.287824258,1.436991442,-0.759624897,2.190402482,0.370947243,-0.105092302,0.829514411,0.911797354,0.304471474,0.801892359,1.746168495,0.60261908,0.602630453,0.932496209
"BW41 WK2",1.548418763,0.697183063,-0.292981253,0.747587586,-0.885848692,2.198918352,-0.325765466,-0.176394027,-0.237112067,0.664926773,0.823643427,-0.208401472,-0.089110663,-0.751130588,-0.751118713,-0.616892426
"O11 WK2",0.063265441,-0.24510712,-0.559082131,-0.700160512,1.120381439,0.108398538,0.899097107,0.5691015,0.503978334,0.839635187,0.304471474,0.706658462,1.887343815,1.104705983,1.104717168,1.263451538
"O21 WK2",0.07847292,-0.22700334,-0.695570567,-0.769100898,0.814531474,0.115601685,0.403976395,-0.144785592,0.95885192,0.5792854,-0.733872433,1.732056789,2.452045094,0.745990881,0.7460022,0.941740771
